"Категория";"URL категории";"Товар";"Вариант";"Описание";"Цена";"URL";"Изображение";"Артикул";"Количество";"Активность";"Заголовок [SEO]";"Ключевые слова [SEO]";"Описание [SEO]";"Старая цена";"Рекомендуемый";"Новый";"Сортировка";"Вес";"Связанные артикулы";"Смежные категории";"Ссылка на товар";"Валюта";"Свойства";"id";
"Удилища/Маховые";"fishing-rods/wave";"Удочка маховая G.STONE WALKMAN с/к 4 м";;"Отличное маховое удилище G.Stone Walkman изготовленное из графита. Покупая такое удилище вы получаете все плюсы графитового удилища, такие как легкий вес, удобство использования.<br /><br /><strong>Производитель</strong>: G.STONE<br /><strong>Длина</strong>: 4 м<br /><strong>Количество колен</strong>: 4<br /><strong>Тест</strong>: 10 - 30 гр<br /><strong>атериал</strong>: Карбон (Углепластк)<br /><strong>Конструкция</strong>: Телескопическая";"850";"udochka-mahovaya-g-stone-walkman-s-k-4";"udilishche-g-stone-walkman-s-k-4-00m.png";"CN39";"-1";"1";"Купить Удочка маховая G.STONE WALKMAN с/к 4 м у нас в интернет-магазине YURAN по низкой цене и доставкой в любые регионы";"Удочка маховая G.STONE WALKMAN с/к 4 м купить, CN33, Удочка, маховая, G.STONE, WALKMAN, с/к 4, м";"Отличное маховое удилище G.Stone Walkman изготовленное из графита. Покупая такое удилище вы получаете все плюсы графитового удилища, такие как легкий вес, удобство использования";;"0";"0";"41";0;"";1;;RUR;"Характеристики=[type=textarea value=<table border=""1"" cellpadding=""5"" cellspacing=""1"" style=""width: 100%;""><br/>	<thead><br/>		<tr><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Производитель</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Длина</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Количество колен</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Тест</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Материал</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Конструкция</span><br/>			</th><br/>		</tr><br/>	</thead><br/>	<tbody><br/>		<tr><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">G.STONE</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">4 м</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size: 16px; line-height: 25.6px;"">4</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">10 - 30 гр&amp;nbsp;</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size: 16px; line-height: 25.6px;"">Карбон</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">Телескопическая</span><br/>			</td><br/>		</tr><br/>	</tbody><br/></table><br/> product_margin=]&Бренд=[type=assortmentCheckBox value=G-STONE product_margin=OKUMA|LINE WINDER|TRABUCCO|MIKADO|G-STONE|GLOBE|LIBAO]";39;
"Удилища/Спиннинговые";"fishing-rods/spinning";"Спиннинг Globe Water Force 3.9 м";;"<strong>Производитель</strong>: Globe<br /><strong>Длина</strong>: 3.9 м<br /><strong>Количество колен</strong>: 3<br /><strong>Тест</strong>: 150 - 250 гр<br /><strong>атериал</strong>: Стеклопластик<br /><strong>Конструкция</strong>: Штекерная";"800";"spinning-globe-water-force-3-9-m";"spinning-globe-water-force-3-90m.gif";"CN32";"-1";"1";"Купить Спиннинг Globe Water Force 3.9 м у нас в интернет-магазине YURAN по низкой цене и доставкой в любые регионы";"Спиннинг Globe Water Force 3.9 м купить, CN32, Спиннинг, Globe, Water, Force, 3.9 м";"Производитель: Globe Длина: 3.9 м личество колен: 3 Тест: 150 - 250 гр атериал: Стеклопластик Конструкция: Штекерная";;"0";"0";"40";0,635;"";1;;RUR;"Характеристики=[type=textarea value=<table border=""1"" cellpadding=""5"" cellspacing=""1"" style=""width: 100%;""><br/>	<thead><br/>		<tr><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Производитель</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Длина</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Количество колен</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Тест</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Материал</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Конструкция</span><br/>			</th><br/>		</tr><br/>	</thead><br/>	<tbody><br/>		<tr><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">Globe</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">3.9 м</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size: 16px; line-height: 25.6px;"">3</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">150-250 гр&amp;nbsp;</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">Стеклопластик</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">Штекерная</span><br/>			</td><br/>		</tr><br/>	</tbody><br/></table><br/> product_margin=]&Бренд=[type=assortmentCheckBox value=GLOBE product_margin=OKUMA|LINE WINDER|TRABUCCO|MIKADO|G-STONE|GLOBE|LIBAO]";32;
"Удилища/Спиннинговые";"fishing-rods/spinning";"Спиннинг Globe Water Force 3.6 м";;"<strong>Производитель</strong>: Globe<br /><strong>Длина</strong>: 3.6 м<br /><strong>Количество колен</strong>: 3<br /><strong>Тест</strong>: 150 - 250 гр<br /><strong>атериал</strong>: Стеклопластик<br /><strong>Конструкция</strong>: Штекерная";"700";"spinning-globe-water-force-3-6-m";"spinning-globe-water-force-3.60m.gif";"CN31";"-1";"1";"Купить Спиннинг Globe Water Force 3.6 м у нас в интернет-магазине YURAN по низкой цене и доставкой в любые регионы";"Спиннинг Globe Water Force 3.6 м купить, CN31, Спиннинг, Globe, Water, Force, 3.6 м";"Производитель: Globe Длина: 3.6 м личество колен: 3 Тест: 150 - 250 гр атериал: Стеклопластик Конструкция: Штекерная";;"0";"0";"39";0,505;"";;;RUR;"Характеристики=[type=textarea value=<table border=""1"" cellpadding=""5"" cellspacing=""1"" style=""width: 100%;""><br/>	<thead><br/>		<tr><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Производитель</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Длина</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Количество колен</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Тест</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Материал</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Конструкция</span><br/>			</th><br/>		</tr><br/>	</thead><br/>	<tbody><br/>		<tr><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">Globe</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">3.6 м</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size: 16px; line-height: 25.6px;"">3</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">150-250 гр&amp;nbsp;</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">Стеклопластик</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">Штекерная</span><br/>			</td><br/>		</tr><br/>	</tbody><br/></table><br/> product_margin=]&Бренд=[type=assortmentCheckBox value=GLOBE product_margin=OKUMA|LINE WINDER|TRABUCCO|MIKADO|G-STONE|GLOBE|LIBAO]";31;
"Удилища/Спиннинговые";"fishing-rods/spinning";"Спиннинг Globe Water Force 2.7 м";;"<strong>Производитель</strong>: Globe<br /><strong>Длина</strong>: 2.7 м<br /><strong>Количество колен</strong>: 2<br /><strong>Тест</strong>: 150 - 250 гр<br /><strong>атериал</strong>: Стеклопластик<br /><strong>Конструкция</strong>: Штекерная";"600";"spinning-globe-water-force-2-7-m";"spinning-globe-water-force-2-70m.gif";"CN30";"-1";"1";"Купить Спиннинг Globe Water Force 2.7 м у нас в интернет-магазине YURAN по низкой цене и доставкой в любые регионы";"Спиннинг Globe Water Force 2.7 м купить, CN30, Спиннинг, Globe, Water, Force, 2.7 м";"Производитель: Globe Длина: 2.7 м личество колен: 2 Тест: 150 - 250 гр атериал: Стеклопластик Конструкция: Штекерная";;"0";"0";"38";0,417;"";;;RUR;"Характеристики=[type=textarea value=<table border=""1"" cellpadding=""5"" cellspacing=""1"" style=""width: 100%;""><br/>	<thead><br/>		<tr><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Производитель</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Длина</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Количество колен</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Тест</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Материал</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Конструкция</span><br/>			</th><br/>		</tr><br/>	</thead><br/>	<tbody><br/>		<tr><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">Globe</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">2.7 м</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">2</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">150-250 гр&amp;nbsp;</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">Стеклопластик</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">Штекерная</span><br/>			</td><br/>		</tr><br/>	</tbody><br/></table><br/> product_margin=]&Бренд=[type=assortmentCheckBox value=GLOBE product_margin=OKUMA|LINE WINDER|TRABUCCO|MIKADO|G-STONE|GLOBE|LIBAO]";30;
"Удилища/Спиннинговые";"fishing-rods/spinning";"Спиннинг Globe Water Force 2.4 м";;"<strong>Производитель</strong>: Globe<br /><strong>Длина</strong>: 2.4 м<br /><strong>Количество колен</strong>: 2<br /><strong>Тест</strong>: 150 - 250 гр<br /><strong>атериал</strong>: Стеклопластик<br /><strong>Конструкция</strong>: Штекерная";"550";"spinning-globe-water-force-2-4-m";"spinning-globe-water-force-2-40m.gif";"CN29";"-1";"1";"Купить Спиннинг Globe Water Force 2.4 м у нас в интернет-магазине YURAN по низкой цене и доставкой в любые регионы";"Спиннинг Globe Water Force 2.4 м купить, CN29, Спиннинг, Globe, Water, Force, 2.4 м";"Производитель: Globe Длина: 2.4 м личество колен: 2 Тест: 150 - 250 гр атериал: Стеклопластик Конструкция: Штекерная";;"0";"0";"37";0;"";;;RUR;"Характеристики=[type=textarea value=<table border=""1"" cellpadding=""5"" cellspacing=""1"" style=""width: 100%;""><br/>	<thead><br/>		<tr><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Производитель</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Длина</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Количество колен</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Тест</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Материал</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Конструкция</span><br/>			</th><br/>		</tr><br/>	</thead><br/>	<tbody><br/>		<tr><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">Globe</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">2.4 м</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">2</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">150-250 гр&amp;nbsp;</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">Стеклопластик</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:16px;"">Штекерная</span><br/>			</td><br/>		</tr><br/>	</tbody><br/></table><br/> product_margin=]&Бренд=[type=assortmentCheckBox value=GLOBE product_margin=OKUMA|LINE WINDER|TRABUCCO|MIKADO|G-STONE|GLOBE|LIBAO]";29;
"Удилища/Спиннинговые";"fishing-rods/spinning";"Спиннинг Libao Avenger Tele Spin 3.6 м";;"<p>	<span style=""font-size: 13px; line-height: 1.6; color: rgb(51, 51, 51); background-color: rgb(255, 255, 255);""><strong>Libao Avenger Tele Spin</strong> - недорогое спиннинговое телескопическое удилище. Бланк изготовлен из графита, позволяя удилищу гасить рывки крупных рыб. Лайтовое удилище обладает средним строем, за счет чего рыболов легко сможет доставлять объемные приманки к осторожной рыбе. За счет телескопической конструкции, спиннинг занимает мало места при транспортировке, позволяет сложить его в рюкзак. Удилище имеет высококачественные sic-кольца, удобный катушкодержатель и пробковую рукоять. Спиннинг Libao Avenger Tele Spin без труда справится с объемными воблерами и тяжелым джигом.</span></p>";"1420";"spinning-libao-avenger-tele-spin-3-6-m";"spinning-libao-avenger-tele-spin-2-10m.png";"CN44";"-1";"1";"Купить Спиннинг Libao Avenger Tele Spin 3.6 м у нас в интернет-магазине YURAN по низкой цене и доставкой в любые регионы";"Спиннинг Libao Avenger Tele Spin 3.6 м купить, CN44, Спиннинг, Libao, Avenger, Tele, Spin, 3.6 м";"Libao Avenger Tele Spin - недорогое спиннинговое телескопическое удилище. Бланк изготовлен из графита, позволяя удилищу гасить рывки крупных рыб.";;"0";"0";"36";0,19;"";1;;RUR;"Характеристики=[type=textarea value=<table border=""1"" cellpadding=""5"" cellspacing=""1"" style=""width: 100%;""><br/>	<thead><br/>		<tr><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Производитель</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Длина</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Количество колен</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Тест</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Материал</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Конструкция</span><br/>			</th><br/>		</tr><br/>	</thead><br/>	<tbody><br/>		<tr><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">Libao</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">3.6 м</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size: 18px; line-height: 28.8px;"">7</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">10 - 30 гр</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">Карбон (углепластик)</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">Телескопическая</span><br/>			</td><br/>		</tr><br/>	</tbody><br/></table><br/> product_margin=]&Бренд=[type=assortmentCheckBox value=LIBAO product_margin=OKUMA|LINE WINDER|TRABUCCO|MIKADO|G-STONE|GLOBE|LIBAO]";44;
"Удилища/Спиннинговые";"fishing-rods/spinning";"Спиннинг Libao Avenger Tele Spin 3.0 м";;"<p>	<span style=""font-size: 13px; line-height: 1.6; color: rgb(51, 51, 51); background-color: rgb(255, 255, 255);""><strong>Libao Avenger Tele Spin</strong> - недорогое спиннинговое телескопическое удилище. Бланк изготовлен из графита, позволяя удилищу гасить рывки крупных рыб. Лайтовое удилище обладает средним строем, за счет чего рыболов легко сможет доставлять объемные приманки к осторожной рыбе. За счет телескопической конструкции, спиннинг занимает мало места при транспортировке, позволяет сложить его в рюкзак. Удилище имеет высококачественные sic-кольца, удобный катушкодержатель и пробковую рукоять. Спиннинг Libao Avenger Tele Spin без труда справится с объемными воблерами и тяжелым джигом.</span></p>";"1280";"spinning-libao-avenger-tele-spin-3-0-m";"spinning-libao-avenger-tele-spin-2-10m.png";"CN43";"-1";"1";"Купить Спиннинг Libao Avenger Tele Spin 3.0 м у нас в интернет-магазине YURAN по низкой цене и доставкой в любые регионы";"Спиннинг Libao Avenger Tele Spin 3.0 м купить, CN43, Спиннинг, Libao, Avenger, Tele, Spin, 3.0 м";"Libao Avenger Tele Spin - недорогое спиннинговое телескопическое удилище. Бланк изготовлен из графита, позволяя удилищу гасить рывки крупных рыб.";;"0";"0";"35";0,18;"";1;;RUR;"Характеристики=[type=textarea value=<table border=""1"" cellpadding=""5"" cellspacing=""1"" style=""width: 100%;""><br/>	<thead><br/>		<tr><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Производитель</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Длина</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Количество колен</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Тест</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Материал</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Конструкция</span><br/>			</th><br/>		</tr><br/>	</thead><br/>	<tbody><br/>		<tr><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">Libao</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">3.0 м</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size: 18px; line-height: 28.8px;"">7</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">10 - 30 гр</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">Карбон (углепластик)</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">Телескопическая</span><br/>			</td><br/>		</tr><br/>	</tbody><br/></table><br/> product_margin=]&Бренд=[type=assortmentCheckBox value=LIBAO product_margin=OKUMA|LINE WINDER|TRABUCCO|MIKADO|G-STONE|GLOBE|LIBAO]";43;
"Удилища/Спиннинговые";"fishing-rods/spinning";"Спиннинг Libao Avenger Tele Spin 2.7 м";;"<p>	<span style=""font-size: 13px; line-height: 1.6; color: rgb(51, 51, 51); background-color: rgb(255, 255, 255);""><strong>Libao Avenger Tele Spin</strong> - недорогое спиннинговое телескопическое удилище. Бланк изготовлен из графита, позволяя удилищу гасить рывки крупных рыб. Лайтовое удилище обладает средним строем, за счет чего рыболов легко сможет доставлять объемные приманки к осторожной рыбе. За счет телескопической конструкции, спиннинг занимает мало места при транспортировке, позволяет сложить его в рюкзак. Удилище имеет высококачественные sic-кольца, удобный катушкодержатель и пробковую рукоять. Спиннинг Libao Avenger Tele Spin без труда справится с объемными воблерами и тяжелым джигом.</span></p>";"1130";"spinning-libao-avenger-tele-spin-2-7-m";"spinning-libao-avenger-tele-spin-2-10m.png";"CN42";"-1";"1";"Купить Спиннинг Libao Avenger Tele Spin 2.7 м у нас в интернет-магазине YURAN по низкой цене и доставкой в любые регионы";"Спиннинг Libao Avenger Tele Spin 2.7 м купить, CN42, Спиннинг, Libao, Avenger, Tele, Spin, 2.7 м";"Libao Avenger Tele Spin - недорогое спиннинговое телескопическое удилище. Бланк изготовлен из графита, позволяя удилищу гасить рывки крупных рыб.";;"0";"0";"33";0,15;"";1;;RUR;"Характеристики=[type=textarea value=<table border=""1"" cellpadding=""5"" cellspacing=""1"" style=""width: 100%;""><br/>	<thead><br/>		<tr><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Производитель</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Длина</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Количество колен</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Тест</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Материал</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Конструкция</span><br/>			</th><br/>		</tr><br/>	</thead><br/>	<tbody><br/>		<tr><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">Libao</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">2.7 м</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size: 18px; line-height: 28.8px;"">6</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">10 - 30 гр</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">Карбон (углепластик)</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">Телескопическая</span><br/>			</td><br/>		</tr><br/>	</tbody><br/></table><br/> product_margin=]&Бренд=[type=assortmentCheckBox value=LIBAO product_margin=OKUMA|LINE WINDER|TRABUCCO|MIKADO|G-STONE|GLOBE|LIBAO]";42;
"Удилища/Спиннинговые";"fishing-rods/spinning";"Спиннинг Libao Avenger Tele Spin 2.4 м";;"<p>	<span style=""font-size: 13px; line-height: 1.6; color: rgb(51, 51, 51); background-color: rgb(255, 255, 255);""><strong>Libao Avenger Tele Spin</strong> - недорогое спиннинговое телескопическое удилище. Бланк изготовлен из графита, позволяя удилищу гасить рывки крупных рыб. Лайтовое удилище обладает средним строем, за счет чего рыболов легко сможет доставлять объемные приманки к осторожной рыбе. За счет телескопической конструкции, спиннинг занимает мало места при транспортировке, позволяет сложить его в рюкзак. Удилище имеет высококачественные sic-кольца, удобный катушкодержатель и пробковую рукоять. Спиннинг Libao Avenger Tele Spin без труда справится с объемными воблерами и тяжелым джигом.</span></p>";"1030";"spinning-libao-avenger-tele-spin-2-4-m";"spinning-libao-avenger-tele-spin-2-10m.png";"CN28";"-1";"1";"Купить Спиннинг Libao Avenger Tele Spin 2.4 м у нас в интернет-магазине YURAN по низкой цене и доставкой в любые регионы";"Спиннинг Libao Avenger Tele Spin 2.4 м купить, CN28, Спиннинг, Libao, Avenger, Tele, Spin, 2.4 м";"Libao Avenger Tele Spin - недорогое спиннинговое телескопическое удилище. Бланк изготовлен из графита, позволяя удилищу гасить рывки крупных рыб.";;"0";"0";"32";0,15;"";1;;RUR;"Характеристики=[type=textarea value=<table border=""1"" cellpadding=""5"" cellspacing=""1"" style=""width: 100%;""><br/>	<thead><br/>		<tr><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Производитель</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Длина</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Количество колен</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Тест</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Материал</span><br/>			</th><br/>			<th scope=""col""><br/>				<span style=""font-size:18px;"">Конструкция</span><br/>			</th><br/>		</tr><br/>	</thead><br/>	<tbody><br/>		<tr><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">Libao</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">2.1 м</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">5</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">10 - 30 гр</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">Карбон (углепластик)</span><br/>			</td><br/>			<td style=""text-align: center;""><br/>				<span style=""font-size:18px;"">Телескопическая</span><br/>			</td><br/>		</tr><br/>	</tbody><br/></table><br/> product_margin=]&Бренд=[type=assortmentCheckBox value=LIBAO product_margin=OKUMA|LINE WINDER|TRABUCCO|MIKADO|G-STONE|GLOBE|LIBAO]";28;
